class,pcornet_code,pcornet_name,pedsnet_code,pedsnet_name,value_as_concept_id
Route,ARTERIOVENOUS_FISTULA,Arteriovenous fistula route (qualifier value),44783786,Arteriovenous fistula route,null
Route,ARTERIOVENOUS_GRAFT,Arteriovenous graft route (qualifier value),,,null
Route,BODY_CAVITY,Body cavity route (qualifier value),4222254,Body cavity use,null
Route,BUCCAL,Buccal route (qualifier value),4181897,Buccal,null
Route,CAUDAL,Caudal route (qualifier value),4220455,Caudal route,null
Route,COLOSTOMY,Colostomy route (qualifier value),4168047,Colostomy route,null
Route,CONJUNCTIVAL,Conjunctival route (qualifier value),40486444,Conjunctival route,null
Route,CUTANEOUS,Cutaneous route (qualifier value),4263689,Cutaneous,null
Route,DENTAL,Dental route (qualifier value),4163765,Dental,null
Route,DIGESTIVE_TRACT,Digestive tract route (qualifier value),40487501,Digestive tract route,null
Route,ENDOCERVICAL,Endocervical route (qualifier value),4186831,Endocervical,null
Route,ENDOSINUSIAL,Endosinusial route (qualifier value),4157756,Endosinusial,null
Route,ENDOTRACHEOPULMONARY,Endotracheopulmonary route (qualifier value),4186832,Endotracheopulmonary,null
Route,ENTERAL,Enteral route (qualifier value),4167540,Enteral route,null
Route,EPIDURAL,Epidural route (qualifier value),4225555,Epidural,null
Route,ESOPHAGOSTOMY,Esophagostomy route (qualifier value),4172191,Esophagostomy route,null
Route,EXTRA_AMNIOTIC,Extra-amniotic route (qualifier value),4186833,Extraamniotic,null
Route,EXTRACORPOREAL,Extracorporeal route (qualifier value),,,null
Route,FISTULA,Fistula route (qualifier value),,,null
Route,GASTRO_INTESTINAL_STOMA,Gastro-intestinal stoma route (qualifier value),,,null
Route,GASTROENTERAL,Gastroenteral route (qualifier value),4186834,Gastroenteral,null
Route,GASTROSTOMY,Gastrostomy route (qualifier value),,,null
Route,GINGIVAL,Gingival route (qualifier value),4156704,Gingival,null
Route,ILEOSTOMY,Ileostomy route (qualifier value),,,null
Route,INTERSTITIAL,Interstitial route (qualifier value),,,null
Route,INTRA_ARTERIAL,Intra-arterial route (qualifier value),4240824,Intraarterial,null
Route,INTRA_ARTICULAR,Intra-articular route (qualifier value),4006860,Intraarticular,null
Route,INTRAABDOMINAL,Intraabdominal route (qualifier value),,,null
Route,INTRAAMNIOTIC,Intraamniotic route (qualifier value),4163767,Intraamniotic,null
Route,INTRABILIARY,Intrabiliary route (qualifier value),,,null
Route,INTRABRONCHIAL,Intrabronchial route (qualifier value),,,null
Route,INTRABURSAL,Intrabursal route (qualifier value),4163768,Intrabursal,null
Route,INTRACAMERAL,Intracameral route (qualifier value),4303409,Intracameral,null
Route,INTRACARDIAC,Intracardiac route (qualifier value),4156705,Intracardiac,null
Route,INTRACARTILAGINOUS,Intracartilaginous route (qualifier value),,,null
Route,INTRACAVERNOUS,Intracavernous route (qualifier value),4157757,Intracavernous,null
Route,INTRACEREBRAL,Intracerebral route (qualifier value),,,null
Route,INTRACEREBROVENTRICULAR,Intracerebroventricular route (qualifier value),4224886,Intracerebroventricular,null
Route,INTRACISTERNAL,Intracisternal route (qualifier value),,,null
Route,INTRACOLONIC,Intracolonic route (qualifier value),,,null
Route,INTRACORNEAL,Intracorneal route (qualifier value),,,null
Route,INTRACORONAL,Intracoronal route (qualifier value),,,null
Route,INTRACORONARY,Intracoronary route (qualifier value),4186836,Intracoronary,null
Route,INTRACORPUS_CAVERNOSUM,Intracorpus cavernosum route (qualifier value),,,null
Route,INTRACRANIAL,Intracranial route (qualifier value),,,null
Route,INTRADERMAL,Intradermal route (qualifier value),4156706,Intradermal,null
Route,INTRADISCAL,Intradiscal route (qualifier value),4163769,Intradiscal,null
Route,INTRADUCTAL,Intraductal route (qualifier value),,,null
Route,INTRADUODENAL,Intraduodenal route (qualifier value),,,null
Route,INTRADURAL,Intradural route (qualifier value),,,null
Route,INTRAEPICARDIAL,Intraepicardial route (qualifier value),,,null
Route,INTRAEPIDERMAL,Intraepidermal route (qualifier value),,,null
Route,INTRAESOPHAGEAL,Intraesophageal route (qualifier value),,,null
Route,INTRAGASTRIC,Intragastric route (qualifier value),,,null
Route,INTRAGINGIVAL,Intragingival route (qualifier value),,,null
Route,INTRAHEPATIC,Intrahepatic route (qualifier value),,,null
Route,INTRAILEAL,Intraileal route (qualifier value),,,null
Route,INTRAJEJUNAL,Intrajejunal route (qualifier value),,,null
Route,INTRALESIONAL,Intralesional route (qualifier value),4157758,Intralesional,null
Route,INTRALINGUAL,Intralingual route (qualifier value),,,null
Route,INTRALUMINAL,Intraluminal route (qualifier value),,,null
Route,INTRALYMPHATIC,Intralymphatic route (qualifier value),4157759,Intralymphatic,null
Route,INTRAMAMMARY,Intramammary route (qualifier value),,,null
Route,INTRAMEDULLARY,Intramedullary route (qualifier value),,,null
Route,INTRAMENINGEAL,Intrameningeal route (qualifier value),,,null
Route,INTRAMURAL,Intramural route (qualifier value),,,null
Route,INTRAMUSCULAR,Intramuscular route (qualifier value),4302612,Intramuscular,null
Route,INTRAMYOMETRIAL,Intramyometrial route (qualifier value),,,null
Route,INTRANEURAL,Intraneural route (qualifier value),,,null
Route,INTRAOCULAR,Intraocular route (qualifier value),4157760,Intraocular,null
Route,INTRAOSSEOUS,Intraosseous route (qualifier value),4213522,Intraosseous,null
Route,INTRAOVARIAN,Intraovarian route (qualifier value),,,null
Route,INTRAPERICARDIAL,Intrapericardial route (qualifier value),,,null
Route,INTRAPERITONEAL,Intraperitoneal route (qualifier value),4243022,Intraperitoneal,null
Route,INTRAPLEURAL,Intrapleural route (qualifier value),4156707,Intrapleural,null
Route,INTRAPROSTATIC,Intraprostatic route (qualifier value),,,null
Route,INTRAPULMONARY,Intrapulmonary route (qualifier value),,,null
Route,INTRASINAL,Intrasinal route (qualifier value),,,null
Route,INTRASPINAL,Intraspinal route (qualifier value),,,null
Route,INTRASTERNAL,Intrasternal route (qualifier value),4186837,Intrasternal,null
Route,INTRASYNOVIAL,Intrasynovial route (qualifier value),,,null
Route,INTRATENDINOUS,Intratendinous route (qualifier value),,,null
Route,INTRATESTICULAR,Intratesticular route (qualifier value),,,null
Route,INTRATHECAL,Intrathecal route (qualifier value),4217202,Intrathecal,null
Route,INTRATHORACIC,Intrathoracic route (qualifier value),,,null
Route,INTRATRACHEAL,Intratracheal route (qualifier value),,,null
Route,INTRATUMOR,Intratumor route (qualifier value),40491322,Intratumoral,null
Route,INTRATYMPANIC,Intratympanic route (qualifier value),,,null
Route,INTRAUTERINE,Intrauterine route (qualifier value),4269621,Intrauterine,null
Route,INTRAVASCULAR,Intravascular route (qualifier value),,,null
Route,INTRAVENOUS_CENTRAL,Intravenous central route (qualifier value),,,null
Route,INTRAVENOUS_PERIPHERAL,Intravenous peripheral route (qualifier value),,,null
Route,INTRAVENOUS,Intravenous route (qualifier value),4112421,Intravenous,null
Route,INTRAVENOUS,Intravenous route (qualifier value),4171047,Intravenous,null
Route,INTRAVENTRICULAR___CARDIAC,Intraventricular route - cardiac (qualifier value),4222259,Intraventricular cardiac,null
Route,INTRAVESICAL,Intravesical route (qualifier value),4186838,Intravesical,null
Route,INTRAVITREAL,Intravitreal route (qualifier value),4302785,Intravitreal,null
Route,JEJUNOSTOMY,Jejunostomy route (qualifier value),,,null
Route,LARYNGEAL,Laryngeal route (qualifier value),,,null
Route,LOWER_RESPIRATORY_TRACT,Lower respiratory tract route (qualifier value),,,null
Route,MUCOUS_FISTULA,Mucous fistula route (qualifier value),,,null
Route,NASAL,Nasal route (qualifier value),4128792,Nasal,null
Route,NASAL,Nasal route (qualifier value),4262914,Nasal,null
Route,NASODUODENAL,Nasoduodenal route (qualifier value),,,null
Route,NASOGASTRIC,Nasogastric route (qualifier value),,,null
Route,NASOJEJUNAL,Nasojejunal route (qualifier value),,,null
Route,NI,No information,44814650,,null
Route,OPHTHALMIC,Ophthalmic route (qualifier value),,,null
Route,ORAL,Oral route (qualifier value),4128794,Oral,null
Route,ORAL,Oral route (qualifier value),4132161,Oral,null
Route,OROGASTRIC,Orogastric route (qualifier value),,,null
Route,OROMUCOSAL,Oromucosal route (qualifier value),4186839,Oromucosal,null
Route,OROPHARYNGEAL,Oropharyngeal route (qualifier value),,,null
Route,OT,Other,,,null
Route,OTIC,Otic route (qualifier value),,,null
Route,PARACERVICAL,Paracervical route (qualifier value),,,null
Route,PARAVERTEBRAL,Paravertebral route (qualifier value),,,null
Route,PERCUTANEOUS,Percutaneous route (qualifier value),,,null
Route,PERIARTICULAR,Periarticular route (qualifier value),4156708,Periarticular,null
Route,PERIBULBAR,Peribulbar route (qualifier value),,,null
Route,PERIDURAL,Peridural route (qualifier value),,,null
Route,PERINEURAL,Perineural route (qualifier value),4157761,Perineural,null
Route,PERIODONTAL,Periodontal route (qualifier value),,,null
Route,PERIOSTEAL,Periosteal route (qualifier value),,,null
Route,PERITENDINOUS,Peritendinous route (qualifier value),,,null
Route,PERIURETHRAL,Periurethral route (qualifier value),,,null
Route,RECTAL,Rectal route (qualifier value),4115462,Rectal,null
Route,RECTAL,Rectal route (qualifier value),4290759,Rectal,null
Route,RESPIRATORY_TRACT,Respiratory tract route (qualifier value),,,null
Route,RETROBULBAR,Retrobulbar route (qualifier value),,,null
Route,SUBCONJUNCTIVAL,Subconjunctival route (qualifier value),4163770,Subconjunctival,null
Route,SUBCUTANEOUS,Subcutaneous route (qualifier value),4139962,Subcutaneous,null
Route,SUBGINGIVAL,Subgingival route (qualifier value),,,null
Route,SUBLESIONAL,Sublesional route (qualifier value),,,null
Route,SUBLINGUAL,Sublingual route (qualifier value),4292110,Sublingual,null
Route,SUBMUCOSAL,Submucosal route (qualifier value),45956878,Submucosal rectal,null
Route,SUBORBITAL,Suborbital route (qualifier value),,,null
Route,SUBTENDINOUS,Subtendinous route (qualifier value),,,null
Route,SURGICAL_CAVITY,Surgical cavity route (qualifier value),,,null
Route,SURGICAL_DRAIN,Surgical drain route (qualifier value),,,null
Route,TOPICAL,Topical route (qualifier value),4231622,Topical,null
Route,TRANSCERVICAL,Transcervical route (qualifier value),,,null
Route,TRANSDERMAL,Transdermal route (qualifier value),4262099,Transdermal,null
Route,TRANSENDOCARDIAL,Transendocardial route (qualifier value),,,null
Route,TRANSMUCOSAL,Transmucosal route (qualifier value),,,null
Route,TRANSPLACENTAL,Transplacental route (qualifier value),,,null
Route,TRANSTRACHEAL,Transtracheal route (qualifier value),,,null
Route,TRANSTYMPANIC,Transtympanic route (qualifier value),,,null
Route,TRANSURETHRAL,Transurethral route (qualifier value),4305382,Transurethral route,null
Route,TUMOR_CAVITY,Tumor cavity route (qualifier value),4169472,Tumor cavity route,null
Route,UN,Unknown,,,null
Route,URETERAL,Ureteral route (qualifier value),4304571,Ureteral route,null
Route,URETHRAL,Urethral route (qualifier value),4233974,Urethral,null
Route,UROSTOMY,Urostomy route (qualifier value),4170435,Urostomy route,null
Route,VAGINAL,Vaginal route (qualifier value),4057765,Vaginal,null
